Criteria ID,Name,Canonical Name,Parent ID,Country Code,Target Type,Status,Latitudes,Longitudes
1003159,Pfyn,"Pfyn,Thurgau,Switzerland",20145,CH,City,Active,47.59693,8.9542
1003160,Roggwil,"Roggwil,Thurgau,Switzerland",20145,CH,City,Active,47.24119,7.82141
1003161,Romanshorn,"Romanshorn,Thurgau,Switzerland",20145,CH,City,Active,47.56354,9.35639
1003162,Sirnach,"Sirnach,Thurgau,Switzerland",20145,CH,City,Active,47.46222,8.99763
1003163,Steckborn,"Steckborn,Thurgau,Switzerland",20145,CH,City,Active,47.65824,8.99054
1003164,Wangi,"Wangi,Thurgau,Switzerland",20145,CH,City,Active,47.49761,8.95356
1003165,Weinfelden,"Weinfelden,Thurgau,Switzerland",20145,CH,City,Active,47.5698,9.112
1003166,Agno,"Agno,Ticino,Switzerland",20146,CH,City,Active,45.99863,8.9003
1003167,Ascona,"Ascona,Ticino,Switzerland",20146,CH,City,Active,46.15451,8.77327
1003168,Balerna,"Balerna,Ticino,Switzerland",20146,CH,City,Active,45.84638,9.00724
1003169,Bellinzona,"Bellinzona,Ticino,Switzerland",20146,CH,City,Active,46.19278,9.01703
1003170,Chiasso,"Chiasso,Ticino,Switzerland",20146,CH,City,Active,45.83203,9.03119
1003171,Giubiasco,"Giubiasco,Ticino,Switzerland",20146,CH,City,Active,46.17246,9.00793
1003172,Ligornetto,"Ligornetto,Ticino,Switzerland",20146,CH,City,Active,45.86148,8.95446
1003173,Losone,"Losone,Ticino,Switzerland",20146,CH,City,Active,46.16866,8.75928
1003174,Lugano,"Lugano,Ticino,Switzerland",20146,CH,City,Active,46.01008,8.96004
1003175,Manno,"Manno,Ticino,Switzerland",20146,CH,City,Active,46.02885,8.91824
1003176,Melide,"Melide,Ticino,Switzerland",20146,CH,City,Active,45.95455,8.94725
1003177,Mendrisio,"Mendrisio,Ticino,Switzerland",20146,CH,City,Active,45.86741,8.9821
1003178,Muralto,"Muralto,Ticino,Switzerland",20146,CH,City,Active,46.17323,8.80219
1003181,Aigle,"Aigle,Vaud,Switzerland",20148,CH,City,Active,46.31503,6.97246
1003182,Aubonne,"Aubonne,Vaud,Switzerland",20148,CH,City,Active,46.49514,6.39155
1003183,Bex,"Bex,Vaud,Switzerland",20148,CH,City,Active,46.25214,7.01141
1003184,Bursins,"Bursins,Vaud,Switzerland",20148,CH,City,Active,46.45276,6.29139
1003185,Chateau-d'Oex,"Chateau-d'Oex,Vaud,Switzerland",20148,CH,City,Active,46.47455,7.13155
1003186,Chavannes-de-Bogis,"Chavannes-de-Bogis,Vaud,Switzerland",20148,CH,City,Active,46.34539,6.16204
1003187,Coppet,"Coppet,Vaud,Switzerland",20148,CH,City,Active,46.31682,6.19114
1003188,Cossonay,"Cossonay,Vaud,Switzerland",20148,CH,City,Active,46.61443,6.50631
1003189,Crissier,"Crissier,Vaud,Switzerland",20148,CH,City,Active,46.55165,6.57125
1003190,Denens,"Denens,Vaud,Switzerland",20148,CH,City,Active,46.51771,6.45289
1003191,Ecublens,"Ecublens,Vaud,Switzerland",20148,CH,City,Active,46.60735,6.80895
1003192,Epalinges,"Epalinges,Vaud,Switzerland",20148,CH,City,Active,46.55177,6.66829
1003193,Founex,"Founex,Vaud,Switzerland",20148,CH,City,Active,46.33277,6.19243
1003194,Gland,"Gland,Vaud,Switzerland",20148,CH,City,Active,46.42082,6.2701
1003195,Henniez,"Henniez,Vaud,Switzerland",20148,CH,City,Active,46.74219,6.88696
1003196,Lausanne,"Lausanne,Vaud,Switzerland",20148,CH,City,Active,46.516,6.63282
1003197,Le Mont-sur-Lausanne,"Le Mont-sur-Lausanne,Vaud,Switzerland",20148,CH,City,Active,46.55815,6.63145
1003199,Leysin,"Leysin,Vaud,Switzerland",20148,CH,City,Active,46.34183,7.01151
1003200,Lucens,"Lucens,Vaud,Switzerland",20148,CH,City,Active,46.70854,6.83931
1003201,Mies,"Mies,Vaud,Switzerland",20148,CH,City,Active,46.30355,6.16332
1003202,Montreux,"Montreux,Vaud,Switzerland",20148,CH,City,Active,46.43301,6.91143
1003203,Morges,"Morges,Vaud,Switzerland",20148,CH,City,Active,46.51127,6.49854
1003204,Moudon,"Moudon,Vaud,Switzerland",20148,CH,City,Active,46.66947,6.80127
1003205,Nyon,"Nyon,Vaud,Switzerland",20148,CH,City,Active,46.38318,6.23955
1003206,Oron-la-Ville,"Oron-la-Ville,Vaud,Switzerland",20148,CH,City,Active,46.57181,6.8273
1003207,Penthalaz,"Penthalaz,Vaud,Switzerland",20148,CH,City,Active,46.61077,6.52519
1003208,Pompaples,"Pompaples,Vaud,Switzerland",20148,CH,City,Active,46.66758,6.51009
1003209,Prangins,"Prangins,Vaud,Switzerland",20148,CH,City,Active,46.39396,6.24948
1003210,Preverenges,"Preverenges,Vaud,Switzerland",20148,CH,City,Active,46.51854,6.52682
1003211,Prilly,"Prilly,Vaud,Switzerland",20148,CH,City,Active,46.53938,6.59266
1003212,Pully,"Pully,Vaud,Switzerland",20148,CH,City,Active,46.51027,6.66183
1003213,Renens,"Renens,Vaud,Switzerland",20148,CH,City,Active,46.53989,6.5881
1003215,Saint-Sulpice,"Saint-Sulpice,Vaud,Switzerland",20148,CH,City,Active,46.91111,6.56219
1003217,Vevey,"Vevey,Vaud,Switzerland",20148,CH,City,Active,46.46299,6.84345
1003219,Yverdon-les-Bains,"Yverdon-les-Bains,Vaud,Switzerland",20148,CH,City,Active,46.77852,6.64115
1003220,Brig,"Brig,Valais,Switzerland",20149,CH,City,Active,46.31667,7.98333
1003221,Collombey,"Collombey,Valais,Switzerland",20149,CH,City,Active,46.27008,6.94835
1003222,Martigny,"Martigny,Valais,Switzerland",20149,CH,City,Active,46.10276,7.07245
1003223,Montana,"Montana,Valais,Switzerland",20149,CH,City,Active,46.31265,7.48408
1003224,Naters,"Naters,Valais,Switzerland",20149,CH,City,Active,46.32536,7.98912
1003225,Saas Fee,"Saas Fee,Valais,Switzerland",20149,CH,City,Active,46.10805,7.92741
1003226,Sierre,"Sierre,Valais,Switzerland",20149,CH,City,Active,46.29192,7.53559
1003227,Sion,"Sion,Valais,Switzerland",20149,CH,City,Active,46.22908,7.35942
1003229,Zermatt,"Zermatt,Valais,Switzerland",20149,CH,City,Active,46.02126,7.74912
1003230,Baar,"Baar,Canton of Zug,Switzerland",20150,CH,City,Active,47.19625,8.52954
1003231,Cham,"Cham,Canton of Zug,Switzerland",20150,CH,City,Active,47.18213,8.46358
1003232,Neuheim,"Neuheim,Canton of Zug,Switzerland",20150,CH,City,Active,47.20192,8.58053
1003233,Risch,"Risch,Canton of Zug,Switzerland",20150,CH,City,Active,47.13351,8.46514
1003234,Steinhausen,"Steinhausen,Canton of Zug,Switzerland",20150,CH,City,Active,47.1951,8.48581
1003235,Zug,"Zug,Canton of Zug,Switzerland",20150,CH,City,Active,47.17242,8.51744
1003236,Aadorf,"Aadorf,Thurgau,Switzerland",20145,CH,City,Active,47.49204,8.90099
1003237,Adliswil,"Adliswil,Zurich,Switzerland",20151,CH,City,Active,47.30997,8.52462
1003238,Bachenbulach,"Bachenbulach,Zurich,Switzerland",20151,CH,City,Active,47.50317,8.54556
1003239,Bassersdorf,"Bassersdorf,Zurich,Switzerland",20151,CH,City,Active,47.44342,8.62851
1003241,Bonstetten,"Bonstetten,Zurich,Switzerland",20151,CH,City,Active,47.31505,8.46836
1003242,Bremgarten,"Bremgarten,Aargau,Switzerland",20126,CH,City,Active,46.97803,7.43852
1003243,Wangen-Bruttisellen,"Wangen-Bruttisellen,Zurich,Switzerland",20151,CH,City,Active,47.41323,8.64592
1003244,Bubikon,"Bubikon,Zurich,Switzerland",20151,CH,City,Active,47.26698,8.8179
1003245,Bulach,"Bulach,Zurich,Switzerland",20151,CH,City,Active,47.52197,8.54049
1003246,Dielsdorf,"Dielsdorf,Zurich,Switzerland",20151,CH,City,Active,47.47181,8.45631
1003247,Dietikon,"Dietikon,Zurich,Switzerland",20151,CH,City,Active,47.40165,8.40015
1003248,Dubendorf,"Dubendorf,Zurich,Switzerland",20151,CH,City,Active,47.39724,8.61872
1003249,Maur,"Maur,Zurich,Switzerland",20151,CH,City,Active,47.33996,8.66778
1003250,Effretikon,"Effretikon,Zurich,Switzerland",20151,CH,City,Active,47.42575,8.69094
1003251,Egg,"Egg,Zurich,Switzerland",20151,CH,City,Active,47.39313,9.2276
1003252,Eglisau,"Eglisau,Switzerland",2756,CH,City,Active,47.57738,8.52122
1003253,Embrach,"Embrach,Zurich,Switzerland",20151,CH,City,Active,47.50561,8.59406
1003254,Erlenbach,"Erlenbach,Zurich,Switzerland",20151,CH,City,Active,47.30298,8.59743
1003257,Geroldswil,"Geroldswil,Zurich,Switzerland",20151,CH,City,Active,47.42213,8.41085
1003258,Glattfelden,"Glattfelden,Zurich,Switzerland",20151,CH,City,Active,47.55871,8.50167
1003259,Greifensee,"Greifensee,Zurich,Switzerland",20151,CH,City,Active,47.36717,8.68115
1003260,Hedingen,"Hedingen,Zurich,Switzerland",20151,CH,City,Active,47.29794,8.44833
1003261,Hinwil,"Hinwil,Zurich,Switzerland",20151,CH,City,Active,47.30149,8.85275
1003262,Hombrechtikon,"Hombrechtikon,Zurich,Switzerland",20151,CH,City,Active,47.25298,8.77212
1003263,Horgen,"Horgen,Zurich,Switzerland",20151,CH,City,Active,47.24867,8.58482
1003264,Kilchberg,"Kilchberg,Zurich,Switzerland",20151,CH,City,Active,47.32438,8.54548
1003265,Kloten,"Kloten,Zurich,Switzerland",20151,CH,City,Active,47.45152,8.58491
1003267,Mannedorf,"Mannedorf,Zurich,Switzerland",20151,CH,City,Active,47.25686,8.69893
1003269,Meilen,"Meilen,Zurich,Switzerland",20151,CH,City,Active,47.28045,8.65245
1003270,Monchaltorf,"Monchaltorf,Zurich,Switzerland",20151,CH,City,Active,47.30958,8.72029
1003271,Neuhausen am Rheinfall,"Neuhausen am Rheinfall,Canton of Schaffhausen,Switzerland",20142,CH,City,Active,47.68579,8.61474
1003273,Opfikon,"Opfikon,Zurich,Switzerland",20151,CH,City,Active,47.43169,8.57588
1003274,Otelfingen,"Otelfingen,Zurich,Switzerland",20151,CH,City,Active,47.46053,8.39141
1003275,Pfaffikon,"Pfaffikon,Zurich,Switzerland",20151,CH,City,Active,47.20109,8.77816
1003276,Regensdorf,"Regensdorf,Zurich,Switzerland",20151,CH,City,Active,47.4341,8.46874
1003277,Richterswil,"Richterswil,Zurich,Switzerland",20151,CH,City,Active,47.20622,8.69686
1003278,Rumlang,"Rumlang,Zurich,Switzerland",20151,CH,City,Active,47.45041,8.52993
1003279,Ruschlikon,"Ruschlikon,Zurich,Switzerland",20151,CH,City,Active,47.30688,8.55135
1003280,Ruti,"Ruti,Switzerland",2756,CH,City,Active,46.93779,9.01695
1003281,Schlieren,"Schlieren,Zurich,Switzerland",20151,CH,City,Active,47.39668,8.44763
1003282,Seuzach,"Seuzach,Zurich,Switzerland",20151,CH,City,Active,47.5356,8.73209
1003283,Stafa,"Stafa,Zurich,Switzerland",20151,CH,City,Active,47.24254,8.72342
1003284,Thalwil,"Thalwil,Zurich,Switzerland",20151,CH,City,Active,47.29175,8.56351
1003285,Turbenthal,"Turbenthal,Zurich,Switzerland",20151,CH,City,Active,47.43633,8.84629
1003286,Uetikon,"Uetikon,Zurich,Switzerland",20151,CH,City,Active,47.26441,8.67925
1003287,Urdorf,"Urdorf,Zurich,Switzerland",20151,CH,City,Active,47.38507,8.42581
1003288,Uster,"Uster,Zurich,Switzerland",20151,CH,City,Active,47.34713,8.72091
1003289,Wadenswil,"Wadenswil,Zurich,Switzerland",20151,CH,City,Active,47.22683,8.6687
1003290,Wallisellen,"Wallisellen,Zurich,Switzerland",20151,CH,City,Active,47.41499,8.59672
1003291,Weisslingen,"Weisslingen,Zurich,Switzerland",20151,CH,City,Active,47.43063,8.76787
1003292,Wetzikon,"Wetzikon,Zurich,Switzerland",20151,CH,City,Active,47.3264,8.79779
1003293,Winterthur,"Winterthur,Zurich,Switzerland",20151,CH,City,Active,47.50564,8.72413
1003294,Zollikon,"Zollikon,Zurich,Switzerland",20151,CH,City,Active,47.34019,8.57407
1003296,Zumikon,"Zumikon,Zurich,Switzerland",20151,CH,City,Active,47.33158,8.62271
1003297,Zurich,"Zurich,Zurich,Switzerland",20151,CH,City,Active,47.36667,8.55
1003298,Antofagasta,"Antofagasta,Antofagasta Region,Chile",20152,CL,City,Active,-23.65236,-70.3954
1003299,Chuquicamata,"Chuquicamata,Antofagasta Region,Chile",20152,CL,Neighborhood,Active,"",""
1003300,Temuco,"Temuco,Araucania,Chile",20153,CL,City,Active,-37.66795,-73.38863
1003301,Victoria,"Victoria,Araucania,Chile",20153,CL,City,Active,-38.23291,-72.33292
1003302,Concepcion,"Concepcion,Bio Bio Region,Chile",20154,CL,City,Active,-36.82699,-73.04977
1003303,Los Angeles,"Los Angeles,Bio Bio Region,Chile",20154,CL,City,Active,-37.46973,-72.35366
1003304,Talcahuano,"Talcahuano,Bio Bio Region,Chile",20154,CL,City,Active,-36.72494,-73.11684
1003305,Algarrobo,"Algarrobo,Coquimbo Region,Chile",20155,CL,Neighborhood,Active,"",""
1003306,La Serena,"La Serena,Coquimbo Region,Chile",20155,CL,City,Active,-29.90453,-71.24894
1003307,Rancagua,"Rancagua,O'Higgins Region,Chile",20156,CL,City,Active,-34.17083,-70.74444
1003308,Osorno,"Osorno,Los Lagos Region,Chile",20157,CL,City,Active,-40.57395,-73.13348
1003309,Puerto Varas,"Puerto Varas,Los Lagos Region,Chile",20157,CL,City,Active,-41.31946,-72.98538
1003310,Valdivia,"Valdivia,Los Rios Region,Chile",9047105,CL,Municipality,Active,"",""
1003311,Punta Arenas,"Punta Arenas,Magallanes y la Antartica Chilena Region,Chile",20158,CL,City,Active,-53.15483,-70.91129
1003312,Curico,"Curico,Maule Region,Chile",20159,CL,City,Active,-34.98279,-71.23943
1003313,Talca,"Talca,Maule Region,Chile",20159,CL,City,Active,-30.01076,-71.03769
1003314,Conchali,"Conchali,Santiago Metropolitan Region,Chile",20160,CL,City,Active,-31.87587,-71.45695
1003315,La Cisterna,"La Cisterna,Santiago Metropolitan Region,Chile",20160,CL,City,Active,-33.53021,-70.66415
1003316,La Florida,"La Florida,Santiago Metropolitan Region,Chile",20160,CL,City,Active,-33.53833,-70.55446
1003317,Las Condes,"Las Condes,Santiago Metropolitan Region,Chile",20160,CL,City,Active,-33.36671,-70.49689
1003318,Macul,"Macul,Santiago Metropolitan Region,Chile",20160,CL,Municipality,Active,"",""
1003319,Maipu,"Maipu,Santiago Metropolitan Region,Chile",20160,CL,Municipality,Active,"",""
1003320,Nunoa,"Nunoa,Santiago Metropolitan Region,Chile",20160,CL,Municipality,Active,"",""
1003321,Providencia,"Providencia,Santiago Metropolitan Region,Chile",20160,CL,Municipality,Active,"",""
1003322,Quilicura,"Quilicura,Santiago Metropolitan Region,Chile",20160,CL,City,Active,-33.36799,-70.71388
1003323,Quinta Normal,"Quinta Normal,Santiago Metropolitan Region,Chile",20160,CL,Municipality,Active,"",""
1003324,San Miguel,"San Miguel,Santiago Metropolitan Region,Chile",20160,CL,Municipality,Active,"",""
1003325,Santiago,"Santiago,Santiago Metropolitan Region,Chile",20160,CL,City,Active,-33.45694,-70.64827
1003326,Vitacura,"Vitacura,Santiago Metropolitan Region,Chile",20160,CL,Municipality,Active,"",""
1003327,Iquique,"Iquique,Tarapaca Region,Chile",20161,CL,City,Active,-20.22036,-70.13913
1003328,Los Andes,"Los Andes,Valparaiso Region,Chile",20162,CL,City,Active,-32.83369,-70.59827
1003329,Quillota,"Quillota,Valparaiso Region,Chile",20162,CL,City,Active,-32.88341,-71.24882
1003330,San Antonio,"San Antonio,Valparaiso Region,Chile",20162,CL,City,Active,-33.59473,-71.60746
1003331,San Fernando,"San Fernando,O'Higgins Region,Chile",20156,CL,City,Active,-34.58121,-70.98953
1003332,Valparaiso,"Valparaiso,Valparaiso Region,Chile",20162,CL,City,Active,-33.03932,-71.62725
1003333,Vina del Mar,"Vina del Mar,Valparaiso Region,Chile",20162,CL,Municipality,Active,"",""
1003334,Beijing,"Beijing,Beijing,China",20163,CN,City,Active,29.34644,116.19873
1003338,Tianjin,"Tianjin,Tianjin,China",20164,CN,City,Active,22.45146,112.91933
1003339,Chengde,"Chengde,Hebei,China",20165,CN,City,Active,40.9725,117.93611
1003341,Handan,"Handan,Hebei,China",20165,CN,City,Active,36.60056,114.46778
1003342,Hengshui,"Hengshui,Hebei,China",20165,CN,City,Active,37.73222,115.70111
1003343,Langfang,"Langfang,Hebei,China",20165,CN,City,Active,39.50972,116.69472
1003345,Qinhuangdao,"Qinhuangdao,Hebei,China",20165,CN,City,Active,39.93167,119.58833
1003347,Shijiazhuang,"Shijiazhuang,Hebei,China",20165,CN,City,Active,36.80831,106.39709
1003350,Zhangjiakou,"Zhangjiakou,Hebei,China",20165,CN,City,Active,40.81,114.87944
1003351,Ankang,"Ankang,Shaanxi,China",20189,CN,City,Active,32.68,109.01722
1003354,Hanzhong,"Hanzhong,Shaanxi,China",20189,CN,City,Active,32.87667,112.65083
1003355,Jincheng,"Jincheng,Shanxi,China",20166,CN,City,Active,31.51601,106.401
1003356,Linfen,"Linfen,Shanxi,China",20166,CN,City,Active,36.08889,111.51889
1003358,Sanmenxia,"Sanmenxia,Henan,China",20178,CN,City,Active,34.77472,111.18139
1003362,Taiyuan,"Taiyuan,Shanxi,China",20166,CN,City,Active,27.16387,116.65544
1003363,Tongchuan,"Tongchuan,Shaanxi,China",20189,CN,City,Active,35.08056,109.08972
1003365,Baotou,"Baotou,Inner Mongolia,China",20167,CN,City,Active,40.65222,109.82222
1003366,Chifeng,"Chifeng,Inner Mongolia,China",20167,CN,City,Active,27.15954,116.4181
1003367,Hohhot,"Hohhot,Inner Mongolia,China",20167,CN,City,Active,40.81056,111.65222
1003368,Anshan,"Anshan,Liaoning,China",20168,CN,City,Active,41.12361,122.99
1003369,Benxi,"Benxi,Liaoning,China",20168,CN,City,Active,41.28861,123.765
1003370,Chaoyang,"Chaoyang,Liaoning,China",20168,CN,City,Active,24.53083,117.70694
1003371,Dalian,"Dalian,Liaoning,China",20168,CN,City,Active,38.91222,121.60222
1003372,Dandong,"Dandong,Liaoning,China",20168,CN,City,Active,40.12917,124.39472
1003373,Fushun,"Fushun,Liaoning,China",20168,CN,City,Active,41.85583,123.92333
1003374,Fuxin,"Fuxin,Liaoning,China",20168,CN,City,Active,42.01556,121.65889
1003376,Jinzhou,"Jinzhou,Liaoning,China",20168,CN,City,Active,39.1,121.71667
1003377,Liaoyang,"Liaoyang,Liaoning,China",20168,CN,City,Active,41.27194,123.17306
1003378,Shenyang,"Shenyang,Liaoning,China",20168,CN,City,Active,34.85556,108.34889
1003379,Tieling,"Tieling,Liaoning,China",20168,CN,City,Active,42.29306,123.84139
1003380,Yingkou,"Yingkou,Liaoning,China",20168,CN,City,Active,45.79254,127.81416
1003381,Baicheng,"Baicheng,Jilin,China",20169,CN,City,Active,24.32111,117.85806
1003382,Changchun,"Changchun,Jilin,China",20169,CN,City,Active,25.76453,116.59376
1003384,Jilin,"Jilin,Jilin,China",20169,CN,City,Active,43.85083,126.56028
1003385,Liaoyuan,"Liaoyuan,Jilin,China",20169,CN,City,Active,42.90361,125.13583
1003386,Siping,"Siping,Jilin,China",20169,CN,City,Active,43.16143,124.37785
1003387,Tonghua,"Tonghua,Jilin,China",20169,CN,City,Active,31.56667,103.66667
1003390,Harbin,"Harbin,Heilongjiang,China",20170,CN,City,Active,45.75,126.65
1003391,Heihe,"Heihe,Heilongjiang,China",20170,CN,City,Active,50.24413,127.49016
1003392,Jiamusi,"Jiamusi,Heilongjiang,China",20170,CN,City,Active,46.79927,130.31633
1003393,Jixi,"Jixi,Heilongjiang,China",20170,CN,City,Active,32.79335,120.05762
1003396,Mudanjiang,"Mudanjiang,Heilongjiang,China",20170,CN,City,Active,44.58333,129.6
1003397,Qiqihar,"Qiqihar,Heilongjiang,China",20170,CN,City,Active,47.34088,123.96045
1003398,Suihua,"Suihua,Heilongjiang,China",20170,CN,City,Active,45.2831,127.92681
1003401,Shanghai,"Shanghai,Shanghai,China",20171,CN,City,Active,26.5058,103.158
1003404,Changzhou,"Changzhou,Jiangsu,China",20172,CN,City,Active,26.95351,117.61303
1003405,Huai'an,"Huai'an,Jiangsu,China",20172,CN,City,Active,33.58861,119.01917
1003406,Lianyungang,"Lianyungang,Jiangsu,China",20172,CN,City,Active,34.59845,119.21556
1003407,Nanjing,"Nanjing,Jiangsu,China",20172,CN,City,Active,21.97497,112.388
1003408,Nantong,"Nantong,Jiangsu,China",20172,CN,City,Active,25.07295,116.10285
1003410,Suqian,"Suqian,Jiangsu,China",20172,CN,City,Active,25.01674,116.71162
1003411,Suzhou,"Suzhou,Jiangsu,China",20172,CN,City,Active,33.63611,116.97889
1003413,Wuxi,"Wuxi,Jiangsu,China",20172,CN,City,Active,32.89416,120.41934
1003414,Xuzhou,"Xuzhou,Jiangsu,China",20172,CN,City,Active,31.77726,105.15016
1003415,Yancheng,"Yancheng,Jiangsu,China",20172,CN,City,Active,22.1743,107.96
1003416,Yangzhou,"Yangzhou,Jiangsu,China",20172,CN,City,Active,32.39722,119.43583
1003420,Hangzhou,"Hangzhou,Zhejiang,China",20173,CN,City,Active,30.06517,102.19527
1003421,Huzhou,"Huzhou,Zhejiang,China",20173,CN,City,Active,27.51742,118.40457
1003423,Jiaxing,"Jiaxing,Zhejiang,China",20173,CN,City,Active,24.3041,108.355
1003424,Jinhua,"Jinhua,Zhejiang,China",20173,CN,City,Active,30.98983,105.28615
1003426,Lishui,"Lishui,Zhejiang,China",20173,CN,City,Active,22.895,112.57761
1003427,Ningbo,"Ningbo,Zhejiang,China",20173,CN,City,Active,29.87819,121.54945
1003429,Shaoxing,"Shaoxing,Zhejiang,China",20173,CN,City,Active,30.1757,105.073
1003430,Taizhou,"Taizhou,Zhejiang,China",20173,CN,City,Active,28.84815,121.12807
1003431,Wenzhou,"Wenzhou,Zhejiang,China",20173,CN,City,Active,27.99942,120.66682
1003433,Zhoushan,"Zhoushan,Zhejiang,China",20173,CN,City,Active,27.29769,120.38802
1003434,Anqing,"Anqing,Anhui,China",20174,CN,City,Active,24.9112,102.151
1003435,Bengbu,"Bengbu,Anhui,China",20174,CN,City,Active,32.94083,117.36083
1003436,Chaohu,"Chaohu,Anhui,China",20174,CN,City,Active,31.6,117.86667
1003437,Chuzhou,"Chuzhou,Anhui,China",20174,CN,City,Active,32.32194,118.29778
1003439,Fuyang,"Fuyang,Anhui,China",20174,CN,City,Active,32.9,115.81667
1003441,Hefei,"Hefei,Anhui,China",20174,CN,City,Active,24.2895,99.6665
1003442,Huaibei,"Huaibei,Anhui,China",20174,CN,City,Active,33.97444,116.79167
1003443,Huainan,"Huainan,Anhui,China",20174,CN,City,Active,32.62639,116.99694
1003444,Lu'an,"Lu'an,Anhui,China",20174,CN,City,Active,24.94035,118.74734
1003445,Tongling,"Tongling,Anhui,China",20174,CN,City,Active,23.73644,117.51669
1003446,Wuhu,"Wuhu,Anhui,China",20174,CN,City,Active,27.06386,114.46444
1003447,Xuancheng,"Xuancheng,Anhui,China",20174,CN,City,Active,30.9525,118.75528
1003449,Fuzhou,"Fuzhou,Fujian,China",20175,CN,City,Active,26.78331,117.82657
1003450,Longyan,"Longyan,Fujian,China",20175,CN,City,Active,34.47832,108.69583
1003452,Nanping,"Nanping,Fujian,China",20175,CN,City,Active,26.44904,118.3148
1003453,Ningde,"Ningde,Fujian,China",20175,CN,City,Active,31.101,91.001
1003455,Putian,"Putian,Fujian,China",20175,CN,City,Active,23.95468,114.94516
1003456,Quanzhou,"Quanzhou,Fujian,China",20175,CN,City,Active,31.97712,119.48718
1003457,Sanming,"Sanming,Fujian,China",20175,CN,City,Active,29.31082,102.47958
1003459,Xiamen,"Xiamen,Fujian,China",20175,CN,City,Active,26.12208,116.74194
1003461,Zhangzhou,"Zhangzhou,Fujian,China",20175,CN,City,Active,29.52653,117.44114
1003464,Ganzhou,"Ganzhou,Jiangxi,China",20176,CN,City,Active,28.04126,116.79971
1003466,Jingdezhen,"Jingdezhen,Jiangxi,China",20176,CN,City,Active,29.2947,117.20789
1003467,Jiujiang,"Jiujiang,Jiangxi,China",20176,CN,City,Active,25.6844,109.655
1003468,Fuzhou,"Fuzhou,Jiangxi,China",20176,CN,City,Active,26.78331,117.82657
1003469,Nanchang,"Nanchang,Jiangxi,China",20176,CN,City,Active,19.36984,110.61342
1003470,Shangrao,"Shangrao,Jiangxi,China",20176,CN,City,Active,30.23161,114.95167
1003471,Xinyu,"Xinyu,Jiangxi,China",20176,CN,City,Active,32.06556,121.38508
1003472,Yichun,"Yichun,Jiangxi,China",20176,CN,City,Active,47.72143,128.87529
1003473,Yingtan,"Yingtan,Jiangxi,China",20176,CN,City,Active,28.23333,117
1003474,Changzhi,"Changzhi,Shanxi,China",20166,CN,City,Active,35.20889,111.73861
1003475,Dezhou,"Dezhou,Shandong,China",20177,CN,City,Active,25.97427,117.93562
1003476,Dongying,"Dongying,Shandong,China",20177,CN,City,Active,25.61614,119.48564
1003478,Heze,"Heze,Shandong,China",20177,CN,City,Active,35.23929,115.47358
1003480,Jiaozhou,"Jiaozhou,Shandong,China",20177,CN,City,Active,36.28389,120.00333
1003481,Jinan,"Jinan,Shandong,China",20177,CN,City,Active,42.66899,128.92106
1003482,Laiwu,"Laiwu,Shandong,China",20177,CN,City,Active,36.19278,117.65694
1003484,Liaocheng,"Liaocheng,Shandong,China",20177,CN,City,Active,34.2397,114.848
1003485,Linyi,"Linyi,Shandong,China",20177,CN,City,Active,35.06306,118.34278
1003487,Qingdao,"Qingdao,Shandong,China",20177,CN,City,Active,31.27924,104.19374
1003488,Rizhao,"Rizhao,Shandong,China",20177,CN,City,Active,43.1872,128.72844
1003489,Weifang,"Weifang,Shandong,China",20177,CN,City,Active,36.71,119.10194
1003490,Weihai,"Weihai,Shandong,China",20177,CN,City,Active,36.07285,115.77682
1003491,Yantai,"Yantai,Shandong,China",20177,CN,City,Active,37.47649,121.44081
1003493,Zaozhuang,"Zaozhuang,Shandong,China",20177,CN,City,Active,34.86472,117.55417
1003495,Zibo,"Zibo,Shandong,China",20177,CN,City,Active,36.79056,118.06333
1003496,Anyang,"Anyang,Henan,China",20178,CN,City,Active,26.06367,118.35808
1003497,Hebi,"Hebi,Henan,China",20178,CN,City,Active,35.89917,114.1925
1003499,Jiaozuo,"Jiaozuo,Henan,China",20178,CN,City,Active,35.23972,113.23306
1003501,Kaifeng,"Kaifeng,Henan,China",20178,CN,City,Active,34.7986,114.30742
1003502,Luohe,"Luohe,Henan,China",20178,CN,City,Active,32.29139,109.19639
1003503,Luoyang,"Luoyang,Henan,China",20178,CN,City,Active,34.68361,112.45361
1003504,Nanyang,"Nanyang,Henan,China",20178,CN,City,Active,32.99472,112.53278
1003505,Pingdingshan,"Pingdingshan,Henan,China",20178,CN,City,Active,33.73847,113.30119
1003506,Puyang,"Puyang,Henan,China",20178,CN,City,Active,21.50687,110.12895
1003507,Shangqiu,"Shangqiu,Henan,China",20178,CN,City,Active,34.45,115.65
1003508,Xinxiang,"Xinxiang,Henan,China",20178,CN,City,Active,32.7368,120.57092
1003509,Xinyang,"Xinyang,Henan,China",20178,CN,City,Active,32.12278,114.06556
1003510,Xuchang,"Xuchang,Henan,China",20178,CN,City,Active,29.00727,105.27528
1003511,Zhengzhou,"Zhengzhou,Henan,China",20178,CN,City,Active,23.2454,107.228
1003512,Zhoukou,"Zhoukou,Henan,China",20178,CN,City,Active,28.93495,115.43449
1003513,Zhumadian,"Zhumadian,Henan,China",20178,CN,City,Active,32.97944,114.02944
